Брянка	48.513332	38.643055
Красный Луч	48.133331	38.933334
Краснодон	48.299999	39.733334
Лисичанск	48.913696	38.434643
Луганск	48.566666	39.299999
Первомайск	48.629723	38.561943
Ровеньки	48.083332	39.366669
Рубежное	49.01086	38.374069
Свердловск	48.084549	39.65163
Северодонецк	48.933334	38.5
Стаханов	48.566666	38.650002
Новодружеск	48.966667	38.349998
Днепропетровск	48.450001	34.983334
Кривой Рог	48.020336	33.45372
Днепродзержинск	48.516666	34.616669
Никополь	47.566666	34.400002
Павлоград	48.521645	35.893383
Новомосковск	48.633331	35.216667
Жёлтые Воды	48.349998	33.5
Марганец	47.663128	34.617218
Орджоникидзе	47.656883	34.054184
Синельниково	48.322121	35.521801
Терновка	48.517799	36.07869
Вольногорск	48.483334	34.016666
Верхнеднепровск	48.652851	34.33604
Авдеевка	48.142483	37.748463
Артёмовск	48.606945	37.997044
Горловка	48.328033	38.046005
Дебальцево	48.333332	38.400002
Дзержинск	48.394711	37.844364
Димитров	48.305847	37.271065
Доброполье	48.799999	37.183334
Докучаевск	47.768002	37.683666
Донецк	48.002777	37.805279
Дружковка	48.616669	37.533333
Енакиево	48.216667	38.200001
Кировское	48.150002	38.366669
Константиновка	48.51754	37.695026
Краматорск	48.744835	37.595497
Красноармейск	48.281029	37.173351
Красный Лиман	48.980747	37.81562
Макеевка	48.053108	37.947506
Мариуполь	47.116669	37.549999
Новогродовка	48.20454	37.336823
Селидово	48.144672	37.297897
Славянск	48.839588	37.569221
Снежное	48.028278	38.76561
Торез	48.031055	38.624321
Угледар	47.783333	37.25
Харцызск	48.042294	38.146065
Шахтёрск	48.070213	38.422352
Ясиноватая	48.127293	37.853649
Запорожье	47.833332	35.166668
Мелитополь	46.833332	35.366669
Бердянск	46.758369	36.808067
Энергодар	47.49799	34.656532
Токмак	47.25	35.700001
Днепрорудное	47.386902	34.995564
Гуляйполе	47.663155	36.261192
Каменка-Днепровская	47.4772	34.423546
Приморск	46.729881	36.366516
Николаев	46.966667	32
Первомайск	48.04361	30.859224
Вознесенск	47.566933	31.326382
Южноукраинск	47.816666	31.183332
Новый Буг	47.683334	32.5
Баштанка	47.400002	32.450001
Арбузинка	47.906666	31.313057
Херсон	46.633331	32.583332
Новая Каховка	46.766666	33.366669
Каховка	46.809837	33.483078
Цюрупинск	46.621349	32.697884
Геническ	46.166668	34.799999
Скадовск	46.116669	32.916668
Голая Пристань	46.516666	32.516666
Таврийск	46.754036	33.420582
Новотроицкое	46.354443	34.336109
Белозёрка	46.629166	32.440277
Великая Лепетиха	47.176006	33.944412
Одесса	46.466667	30.733334
Измаил	45.351665	28.83639
Ильичёвск	46.3055	30.662245
Белгород-Днестровский	46.186779	30.328447
Котовск	47.75	29.533333
Южное	46.624496	31.102903
Килия	45.467175	29.258871
Раздельная	46.84861	30.079166
Болград	45.677937	28.630095
Беляевка	46.473122	30.214037
Овидиополь	46.24472	30.444721
Теплодар	46.5	30.333332
Вилково	45.400002	29.583332
Алупка	44.419724	34.043056
Алушта	44.676384	34.410049
Армянск	46.107224	33.693333
Бахчисарай	44.752777	33.860832
Джанкой	45.708611	34.393333
Евпатория	45.190449	33.366867
Керчь	45.355316	36.470833
Красноперекопск	45.954948	33.79982
Саки	45.13361	33.577221
Севастополь	44.50885	33.60051
Симферополь	44.952118	34.102417
Судак	44.850468	34.976185
Феодосия	45.031933	35.382435
Щёлкино	45.428101	35.816521
Ялта	44.497601	34.169918
Добромиль	49.566666	22.783333
Научный	44.725834	34.011665
Укромное	45.048058	34.000278
Узин	49.819122	30.426052
Барышевка	50.348984	31.323385
Мамаевцы	48.350277	25.825556
Беспятное	50.160831	30.26
Овлаши	50.765244	33.421181
Курахово	47.983334	37.266666
Оноковцы	48.654167	22.341667
Перечин	48.734165	22.474167
Великий Берёзный	48.893612	22.4575
Пустомыты	49.71389	23.910833
Мостиска	49.794167	23.1525
Галич	49.125053	24.729639
Лугины	51.081657	28.3985
Шаргород	48.740124	28.08696
Черневцы	48.542778	28.1075
Бородянка	50.64389	29.933889
Макаров	50.461979	29.818146
Чернобыль	51.261925	30.236046
Катеринополь	48.948158	30.962494
Доманёвка	47.627499	30.978611
Недригайлов	50.834721	33.876945
Валки	49.840019	35.613464
Близнюки	48.856113	36.556622
Кегичёвка	49.285831	35.762222
Краснокутск	50.056667	35.149166
Амвросиевка	47.790432	38.473763
Белокуракино	49.538006	38.712852
Марковка	49.525276	39.555557
Нижнегорский	45.448811	34.73642
Лиманское	46.663891	29.970833
Зазимье	50.568054	30.683332
Гагарин	55.550911	35.014992
Бабаево	59.38533	35.950722
Багаевский	47.2668	40.407749
Гаврилов-ям	57.30212	39.8568
Абакан	53.729172	91.461189
Баргузин	53.62495	109.627777
Барнаул	53.356339	83.76165
Гай	51.467739	58.454739
Балабаново	55.17662	36.64925
Балаково	52.021069	47.805759
Балахна	56.480728	43.54039
Балашиха	55.820381	37.96891
Балашов	51.537449	43.15287
Байконур	45.628231	63.304562
Абинск	44.864922	38.17186
Валуйки	50.213268	38.10199
Галенки	44.072861	131.788712
Ванино	49.09436	140.261108
Батайск	47.138779	39.754719
Гатчина	59.559879	30.138559
Азов	47.099049	39.438629
Взморье	54.697315	20.245184
Братск	56.169659	101.591637
Арзгир	45.368793	44.218266
Арзамас	55.40321	43.83614
Армавир	44.996361	41.120628
Грозный	43.309841	45.670391
Бронницы	55.419441	38.27673
Арсеньев	44.161789	133.285507
Архангельск	64.536926	40.565571
Артем	43.355728	132.186676
Артемовский	57.338169	61.903481
Гремячинск	58.566589	57.841808
Грязовец	58.88229	40.247372
Брянск	53.310661	34.300369
Благовещенск	50.27494	127.534142
Благодарный	45.10006	43.42812
Глазов	58.135288	52.662441
Алапаевск	57.854118	61.70573
Алатырь	54.845501	46.567631
Владивосток	43.130692	131.923828
Владикавказ	43.031231	44.67577
Владимир	56.127701	40.407558
Биробиджан	48.800671	132.899139
Бирск	55.417511	55.5452
Бийск	52.541302	85.217003
Вилючинск	52.939831	158.409012
Аксай	47.266918	39.869141
Вихоревка	56.110722	101.18026
Альметьевск	54.893219	52.34623
Александров	56.396759	38.72419
Александровск	59.159248	57.604019
Александровск-Сахалинский	50.90081	142.152023
Александровское	44.716492	43.016281
Алейск	52.473621	82.757919
Алексин	54.509521	37.061691
Алексеевка	50.634239	38.714161
Алдан	58.602169	125.368713
Видное	55.556728	37.712471
Ангарск	52.541672	103.919548
Бобров	51.09211	40.035061
Анапа	44.89502	37.331039
Богородск	56.099628	43.507339
Апатиты	67.57962	33.39098
Богучар	49.93737	40.559261
Богданович	56.78656	62.041012
Анадырь	64.736656	177.477371
Бор	56.360352	44.059029
Борисоглебск	51.36594	42.08054
Воркута	67.485046	64.029739
Боровичи	58.395012	33.901199
Боровск	55.202061	36.479431
Воробьевка	50.643921	40.945179
Горно-Алтайск	51.958118	85.971291
Горнозаводск	58.37532	58.322899
Воронеж	51.660019	39.197411
Городище	48.800549	44.478378
Городец	56.65015	43.470402
Анива	46.718601	142.525467
Волгоград	48.718079	44.504639
Волгодонск	47.519039	42.141178
Голицыно	55.609516	36.983971
Бологое	57.876301	34.073887
Вологда	59.21524	39.876709
Волоколамск	56.04567	35.943951
Волоконовка	50.481941	37.862499
Волосово	59.447491	29.468691
Волхов	59.925339	32.32962
Вольно-Надеждинское	43.376041	131.986115
Вольск	52.044861	47.376011
Большой Камень	43.110992	132.347
Волжск	55.870419	48.356049
Волжский	48.79509	44.80069
Анна	51.485352	40.43288
Воскресенск	55.317539	38.685928
Воскресенское	55.425728	38.057396
Амурск	50.22578	136.907104
Воткинск	57.057541	53.99511
Внуково	55.606899	37.310719
Бодайбо	57.84745	114.17617
Анжеро-Судженск	56.064411	86.023369
Асбест	57.00568	61.469711
Астрахань	46.354889	48.052719
Всеволожск	60.031422	30.63961
Губаха	58.864891	57.603008
Губкин	51.275436	37.560936
Бузулук	52.78524	52.25264
Вурнары	55.488831	46.963989
Аткарск	51.864201	44.990952
Буйнакск	42.820629	47.117901
Гуково	47.986641	39.939968
Гулькевичи	45.35358	40.694469
Гусиноозерск	51.284081	106.526382
Гусь Хрустальный	55.61684	40.672661
Бутурлиновка	50.830631	40.586498
Гудермес	43.347652	46.093826
Буденновск	44.780739	44.148499
Выборг	60.703701	28.771061
Вырица	59.402569	30.34053
Выкса	55.319511	42.173
Выселки	45.58057	39.657551
Вышний Волочек	57.591518	34.5564
"Аэропорт ""Домодедово"""	55.417953	37.907005
Верхний Уфалей	56.049999	60.233334
Верхняя Пышма	57.1199	60.601101
Верхняя Салда	58.045601	60.553299
Березовка	57.602451	57.302979
Березовский	56.912811	60.804699
Березовский	55.572479	86.192734
Березники	59.40147	56.79948
Бердск	54.76355	83.103447
Белгород	50.596611	36.609211
Белая Калитва	48.19244	40.773819
Великий Новгород	58.544971	31.269119
Великий Устюг	60.763229	46.307789
Великие Луки	56.346821	30.539
Белово	54.37674	86.349159
Белогорск	50.919991	128.469193
Белорецк	53.967201	58.416611
Белореченск	44.75425	39.885448
Вельск	61.066971	42.10183
Геленджик	44.577709	38.080212
Георгиевск	44.14735	43.46875
Беслан	43.192921	44.531033
Веселый	47.32991	39.302719
Вешенская	49.630821	41.726101
Адлер	43.44722	39.914539
Аша	55.002319	57.224812
Ачинск	56.28236	90.517052
Вязьма	55.2122	34.309429
Вятские Поляны	56.221481	51.072689
Забайкальск	49.655739	117.322144
Заволжье	56.642479	43.392841
Зарайск	54.760559	38.882904
Заринск	53.70895	84.967278
Заречный	53.201141	45.192661
Заполярный	69.429283	30.83742
Звенигород	55.731331	36.866138
Златоуст	55.186119	59.646099
Зима	53.922371	102.048363
Зимовники	47.160622	42.474232
Зерноград	46.853531	40.310371
Зеленоград	55.988857	37.181683
Зеленогорск	56.099998	94.583336
Зеленокумск	44.417599	43.869781
Раменское	55.565449	38.236851
Радужный	56.004391	40.33894
Радужный	62.106319	77.480377
Романовская	47.541531	42.029369
Рославль	53.951031	32.864399
Россошь	50.204361	39.5387
Ростов	57.19912	39.450359
Ростов-на-Дону	47.233189	39.715
Родионово-Несветайская	47.612862	39.706558
Рубцовск	51.52113	81.202713
Руза	55.697941	36.203419
Рузаевка	54.061378	44.959679
Румянцево	55.975849	36.547871
Рудня	50.79882	44.562672
Рыбинск	58.049999	38.833332
Ревда	56.811008	59.958149
Ремонтное	46.565269	43.66362
Репьевка	51.07729	38.641441
Реутов	55.765011	37.873638
Ржакса	52.128868	42.019459
Рязань	54.62466	39.738571
Ряжск	53.707821	40.05962
Кагальницкая	46.881489	40.15295
Кавалерово	44.268311	135.045761
Кабанск	52.055775	106.63208
Иваново	56.992409	40.967789
Ивантеевка	55.986912	37.96954
Лабытнанги	66.650665	66.416008
Казанская	49.795689	41.13982
Казань	55.796539	49.1082
Казлук	62.108921	49.329414
Карагай	58.27116	54.938831
Карабаш	55.455841	60.20385
Калач	50.42461	41.025509
Калач-на-дону	48.690392	43.523251
Калининград	54.711594	20.509972
Калуга	54.514679	36.27142
Калтан	53.52232	87.278084
Калязин	57.24469	37.83757
Лангепас	61.263542	75.211662
Канаш	55.505409	47.499531
Канск	56.20451	95.731941
Кантемировка	49.694309	39.860481
Камышин	50.082581	45.392681
Каневская	46.079369	38.969261
Каменоломни	47.66843	40.2145
Каменск-Уральский	56.426479	61.908489
Каменск-Шахтинский	48.319328	40.263828
Камень-Рыболов	44.745392	132.03688
Кандалакша	67.158028	32.420479
Касимов	54.94421	41.40678
Кашары	49.040451	41.003471
Кашира	54.84343	38.182961
Качканар	58.698349	59.489391
Изобильный	45.373009	41.710281
Красноармейск	56.106693	38.132935
Красновишерск	60.400269	57.086712
Красногорск	55.82074	37.34597
Краснознаменск	55.599998	37.033333
Краснокамск	58.079781	55.731541
Краснокаменск	50.09005	118.032578
Красноуральск	58.348961	60.051991
Краснотурьинск	59.763851	60.20549
Красноуфимск	56.60775	57.772541
Краснодар	45.042149	38.98064
Красноярск	56.001251	92.88559
Красный Сулин	47.895	40.06794
Красный Яр	53.494171	50.40229
Иркутск	52.275261	104.30864
Крымск	44.939041	37.994843
Иланский	56.239937	96.071991
Кизляр	43.84465	46.718689
Кизел	59.043308	57.65451
Кириллов	59.85117	38.383209
Кириши	59.448078	32.02845
Киров	58.596081	49.662659
Кировград	57.419956	60.087418
Кирово-Чепецк	58.54977	50.039799
Кировск	59.87315	30.99581
Кировск	67.632599	33.72398
Кировский	45.095451	133.495911
Киржач	56.157429	38.869732
Клин	56.331741	36.721649
Климовск	55.363586	37.526226
Иловля	49.304409	43.983528
Кимры	56.8773	37.342941
Линево	54.46064	83.385162
Кинель	53.218475	50.623631
Липецк	52.605949	39.587681
Кинешма	57.449749	42.13208
Лиски	50.981071	39.52573
Кисловодск	43.923	42.7244
Киселевск	54.015171	86.64064
Когалым	62.24012	74.526901
Ковров	56.386719	41.310871
Лобня	56.01384	37.47438
Ипатово	45.717491	42.914841
Коркино	54.913631	61.43174
Королев	55.944397	37.864746
Корсаков	46.631454	142.796524
Коряжма	61.316559	47.146042
Кола	68.875862	33.083591
Коломна	55.094559	38.775768
Кольчугино	56.306469	39.372101
Конаково	56.69405	36.785881
Комсомольск-на-Амуре	50.538212	137.016907
Константиновск	47.58543	41.108101
Копейск	55.118832	61.623619
Кондопога	62.211479	34.26347
Лосино-Петровский	55.876171	38.209148
Кострома	57.780739	40.936691
Инта	66.033142	60.165611
Котово	50.314598	44.799004
Котовск	52.591438	41.505241
Котельники	55.663799	37.858482
Котельниково	47.620949	43.14954
Инжавино	52.320869	42.4963
Кодинск	58.599998	99.183334
Йошкар-Ола	56.637501	47.891499
Искитим	54.640209	83.306343
Истра	55.774162	37.149395
Кстово	56.1516	44.195629
Луга	58.72802	29.84717
Куанда	56.33168	116.103592
Кузнецк	53.117298	46.612091
Курагино	53.89629	92.666702
Курган	55.45369	65.342323
Курганинск	44.888649	40.59639
Курсавка	44.456131	42.504639
Курск	51.740261	36.184879
Курчатов	51.665218	35.6464
Куйбышев	55.454029	78.304626
Кулебаки	55.415501	42.529251
Купавна	55.745842	38.11797
Кунгур	57.42989	56.950008
Кумертау	52.769329	55.793468
Луховицы	54.962051	39.02673
Кудымкар	59.009411	54.668381
Кушва	58.28857	59.755299
Лучегорск	46.438591	134.301895
Кызыл	51.721909	94.417397
Лысково	56.012699	45.025341
Лысьва	58.10038	57.804329
Лыткарино	55.577759	37.90921
Кыштым	55.71859	60.549591
Левокумское	44.822273	44.654617
Лебедянь	53.005421	39.150589
Лермонтов	44.108204	42.95969
Лениногорск	54.597561	52.458271
Ленинск	48.702221	45.204819
Ленинск-Кузнецкий	54.668171	86.179131
Ленск	60.72686	114.945312
Кемерово	55.371239	86.052437
Лесозаводск	45.483021	133.431641
Лесной	57.201637	60.763428
Лесосибирск	58.24205	92.464928
Летняя Ставка	45.424969	43.442799
Ижевск	56.842609	53.224449
Ишимбай	53.452728	56.03434
Люберцы	55.683949	37.881088
п. Лесной Городок	55.641018	37.207718
Магадан	59.55632	150.81308
Навашино	55.55175	42.191849
Павлово	55.961948	43.089901
Павловский Посад	55.780724	38.657387
Навля	52.8195	34.483719
Магнитогорск	53.45932	59.082581
Набережные Челны	55.73	52.43322
Назарово	56.010929	90.395309
Назрань	43.216667	44.766666
Мариинск	56.21373	87.751587
Маркс	51.70768	46.749199
Наро-Фоминск	55.383228	36.75568
Нарьян-Мар	67.669144	53.082001
Малаховка	55.649712	38.011131
Палласовка	50.044819	46.893799
Майкоп	44.609138	40.113209
Малоярославец	55.00919	36.476109
Нальчик	43.48695	43.602989
Панино	51.64584	40.140759
Обнинск	55.100109	36.6241
Нахабино	55.837891	37.191662
Матвеев Курган	47.571621	38.868889
Махачкала	42.972759	47.493599
Находка	42.781738	132.8591
Обь	54.99651	82.729233
Надым	65.535423	72.543503
Озерск	55.755791	60.71413
Орлов	58.543629	48.895679
Орловский	46.877541	42.055698
Приморско-Ахтарск	46.055119	38.19413
Прокопьевск	53.880951	86.727524
Протвино	54.86594	37.216572
Прохоровка	51.033333	36.733334
Орск	51.21838	58.62038
Орел	52.968452	36.069492
Оренбург	51.768242	55.10371
Орехово-Зуево	55.807091	38.989471
Орда	57.195591	56.920021
Миасс	55.032791	60.121868
Мирный	62.75893	40.339409
Мирный	62.530819	113.976181
Пикалево	56.587704	38.502499
Миллерово	48.92363	40.40797
Николаевск	50.021641	45.46233
Николаевск-на-Амуре	53.1427	140.706406
Микунь	62.359806	50.068817
Минусинск	53.71405	91.712692
Минеральные Воды	44.214199	43.135109
Михайловка	50.06472	43.257641
Михайловка	43.930679	132.006943
Питкяранта	61.57349	31.47897
Михнево	55.12624	37.966881
Октябрьский	54.48505	53.455421
Октябрьский	47.969643	43.640747
Ольга	43.74754	135.28653
Ольховатка	50.286091	39.29768
Оленегорск	68.1549	33.235561
Нижний Архыз	43.68412	41.482281
Нижний Новгород	56.329918	44.009193
Нижний Тагил	57.9366	59.977249
Нижние Серги	56.666668	59.299999
Нижневартовск	60.948009	76.555847
Нижнекамск	55.629379	51.81094
Нижнеудинск	54.906269	99.025429
Нижняя Салда	58.13065	60.9104
Нижняя Тура	58.782398	59.76305
Мичуринск	52.900108	40.47987
Новая Усмань	51.614849	39.382198
Ногинск	55.855888	38.451519
Новоалександровск	45.493282	41.216747
Нововоронеж	51.306541	39.20665
Новоаннинский	50.521839	42.664371
Новороссийск	44.752861	37.768311
Новокубанск	45.107868	41.049679
Новокузнецк	53.740749	87.113487
Новокуйбышевск	53.10807	49.92091
Новопавловск	43.963779	43.631699
Новониколаевский	50.9813	42.368629
Новомичуринск	54.033161	39.737289
Новомосковск	54.079639	38.229549
Новосибирск	55.03923	82.927818
Новоуральск	57.25	60.083332
Новотроицк	51.208981	58.303089
Новодвинск	64.423447	40.820412
Новошахтинск	47.75872	39.933609
Новошахтинский	44.027599	132.159027
Могоча	53.75	119.739998
Новочебоксарск	56.099987	47.496471
Новочеркасск	47.421982	40.091991
Новый Рогачик	48.668118	44.065304
Новый Оскол	50.761471	37.869511
Новый Ургал	51.073612	132.564163
Новый Уренгой	66.094162	76.702522
Норильск	69.330406	88.220482
Морозовск	48.356541	41.816929
Поронайск	49.21505	143.09108
Покровка	43.955009	131.628235
Покровское	54.646072	22.159258
Полевской	56.440899	60.190731
Мончегорск	67.922997	32.952728
пос. Вешки	55.928761	37.617352
пос. Лесной	56.084949	37.92149
Омск	54.970901	73.393753
Москва	55.755787	37.617634
Похвистнево	53.656189	52.127689
Можга	56.369301	52.24929
Можайск	55.504791	36.033562
Подольск	55.432041	37.55183
Ноябрьск	63.175701	75.41391
Оса	57.283428	55.454708
Псков	57.824371	28.33049
Муравленко	63.760029	74.524429
Отрадное	59.771259	30.816031
Мурманск	68.953178	33.107052
Муром	55.574291	42.05151
Пулково	59.77021	30.344749
Путилково	55.863262	37.391453
Пущино	54.841431	37.638088
Пушкино	56.011589	37.861759
Нытва	57.940529	55.331322
Мытищи	55.918911	37.758419
Пыть-ях	60.74976	72.859283
Мышкин	57.787491	38.442539
Мегион	61.0504	76.113472
Невинномысск	44.633308	41.93364
Невьянск	57.491871	60.207699
Первомайск	54.867371	43.821091
Первоуральск	56.92305	59.9422
Пермь	57.997169	56.235279
Переславль-Залесский	56.742111	38.864559
Нерехта	57.453281	40.5798
Нерюнгри	56.671799	124.650436
Пенза	53.200932	45.010422
Менделеево	54.787125	20.747124
Менделеевск	55.90892	52.29187
Песьянка	57.320801	55.79562
Нехаевский	50.41671	41.75946
Петрозаводск	61.7822	34.36208
Петропавловск-Камчатский	53.061562	158.622482
Нефтегорск	52.802898	51.17337
Нефтекамск	56.091728	54.261662
Нефтекумск	44.753681	44.99028
Нефтеюганск	61.102322	72.60405
Медвежьегорск	62.91148	34.434586
Медногорск	51.407261	57.581749
Междуреченск	53.721619	88.068817
Печора	65.144493	57.228489
Одинцово	55.671741	37.28109
Очер	57.881401	54.720558
Пятигорск	44.04591	43.058739
Саракташ	51.791828	56.35215
Саранск	54.181381	45.17569
Сарапул	56.476261	53.797562
Саратов	51.533268	46.03455
Саров	54.930145	43.337208
Салават	53.359249	55.92992
Салым	60.06599	71.460327
Сальск	46.474861	41.535431
Салехард	66.530937	66.602432
Самара	53.20216	50.159618
Свободный	51.393631	128.123245
Санкт-Петербург	59.939037	30.315784
Сатка	55.04678	58.973091
Сафоново	55.10754	33.26759
Светлоград	45.335289	42.854858
Светлогорск	54.94326	20.15519
Светлый	54.677113	20.136379
Светлый Яр	48.468571	44.749012
Саяногорск	53.089642	91.415703
Средняя Ахтуба	48.70887	44.874191
Сибай	52.710079	58.6637
Славянка	42.870541	131.371567
Славянск-на-Кубани	45.256371	38.12487
Сковородино	53.984261	123.948349
Собинка	55.984291	39.987511
Спасск-Дальний	44.597721	132.825012
Совхоз имени Ленина	55.58604	37.732506
Советск	55.071774	21.882612
Советская Гавань	48.970188	140.291306
Советский	61.366711	63.543209
Сортавала	61.71196	30.702841
Соликамск	59.63625	56.766788
Солнечная Долина	56.040054	60.727829
Солнечногорск	56.18457	36.978432
Смоленск	54.781101	32.048889
Сосновоборск	56.13406	93.383247
Сосновый Бор	59.893131	29.09503
Снежинск	55.891819	60.763729
Сочи	43.611599	39.722488
Ставрополь	45.039131	41.98214
Старая Русса	57.98967	31.35219
Старая Купавна	55.806896	38.17889
Старая Полтавка	50.476788	46.481148
Старая Чара	56.904449	118.250237
Старый Оскол	51.304901	37.856892
Суворов	54.12516	36.49942
Сургут	61.25716	73.400993
Стрежевой	60.739071	77.550377
Сходня	55.945259	37.309227
Сухой Лог	56.895988	62.027569
Ступино	54.898361	38.08672
Стерлитамак	53.622341	55.957581
Степное	44.272747	44.574913
Сызрань	53.173111	48.46928
